CODIGO;NOMBRE DEL PRODUCTO;CODIGO DE BARRAS;TIPO DE PRODUCTO;ENVASE;CONT.UN.COMPRA;CONT.UN.VENTA;FAMILIA;SUB-FAMILIA 1;SUB-FAMILIA 2;ESTADO;INCLUYE EN BOLETA;INCLUYE EN FACTURA;EXENTO DE IVA;NOMBRE CORTO;PESABLE;ILA;PRECIO VENTA
1038;NECTAR 30*200ML.DURAZNO SOPROLE         ;1780290000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar dur30*200ml. ; ;0;4650
1039;NECTAR 6*200ML.DURAZNO SOPROLE          ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar dur6*200ml.cj; ;0;980
1040;HAMBURGUESA 40U.*100G.KARMAC            ;1780460000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CEREALES                                ;                                        ;                                        ;ACTIVO                                  ;S;S;N;hamburgueskarmac*40 ; ;0;11920
1041;NECTAR 200ML.DURAZNO SOPROLE            ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar 200durazno   ; ;0;190
1042;POROTO BLANCO 10*1 LICANRAY             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;poroto    blanco    ; ;0;12160
1043;PACK 3 FRUTILLAS DEYCO 410G.            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;pack *3   frutillas ; ;0;1000
1044;YOGHURT AMERICANO*36U.SOPROLE           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;yogh.amer *36u.sopr ; ;0;6804
1045;NECTAR 30*200ML.PIÒA SOPROLE            ;1780290000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar 30 soprole   ; ;0;4650
1046;NECTAR 6*200ML.PIÒA SOPROLE             ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar*6  piÒa      ; ;0;980
1047;NECTAR 200ML.PIÒA SOPROLE               ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar 200piÒa      ; ;0;190
1048;NECTAR 30*200ML.NARANJA SOPROLE         ;1780290000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar*30 naranja   ; ;0;4650
1049;NECTAR 6*200ML.NARANJA SOPROLE          ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar*6  naranja   ; ;0;980
1050;NECTAR 200ML.NARANJA SOPROLE            ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar    200ml.   .; ;0;190
1051;JUGO+LECHE 250ML.FUSION COLUN           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;jugo+lechefusion    ; ;0;200
1052;JAMON SAND.WINTER                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;OTROS                                   ;????????????????????????????????????????;                                        ;ACTIVO                                  ;S;S;N;jamon sandwinter    ;S;0;1968
1055;LECHE PLATANO 6*200ML.COLUN             ;7802920000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche plat6*200.col.; ;0;1965
1056;QUESO GAUDA IMPORTADO ALEMAN            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gaudimpoprtadp;S;0;3550
1057;PACK 4 MANJARATE SOPROLE                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;pack 4 manjarate sop; ;0;1000
1058;PACK SEMOLA*5U.SOPROLE                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;pack sem*5soprole   ; ;0;1000
1059;SURTIDO MARISCO CJ.10*1 CONG.           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMONADA                                ;                                        ;ACTIVO                                  ;S;S;N;surtido   marisco   ; ;0;19800
1060;ACEITE 5L.NATURAL FRITS                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite 5ltnatural fr; ;0;6490
1061;BEBIDA MC PIÒA 6*300ML.                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;BEBIDAS                                 ;                                        ;ACTIVO                                  ;S;S;N;bebida mc 6*300 piÒa; ;0;1050
1062;CHAMPIÒON LAM.2.84K.DEYCO GALON         ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;champiÒon deyco galo; ;0;4330
1063;DURAZNO DEYCO 3K.GALON                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;durazno   deyco galo; ;0;3198
1064;SEMOLA 20U.*CARAM.SOPROLE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;semola 20ucaram.sopr; ;0;3360
1067;ACEITE BELMONT LT.VEGETAL               ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite    belmont   ; ;0;1720
1068;ACEITE BELMONT LT.MARAVILLA             ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite    belmont m ; ;0;1840
1069;RAVIOLES KILO CHEF GNOCCHIS             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;ravioles kchef      ; ;0;1300
1070;HABAS KILO CONG.MIN.VERDE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;INSUMOS                                 ;????????????????????????????????????????;                                        ;ACTIVO                                  ;S;S;N;habas kilomin.verde ; ;0;1990
1071;QUESO RICOTTA 500G.QUILLAYES POTE       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;queso rico500g.quill; ;0;390
1072;BEBIDA MC PAPAYA 6*300ML.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;BEBIDAS                                 ;                                        ;ACTIVO                                  ;S;S;N;bebida mc papaya*6  ; ;0;1050
1073;MIEL 250ML.AGROPRODEX FCO.              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;miel fco. 250ml.    ; ;0;1620
1074;TE BERRIES 6*1.5L.NEXT                  ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;ACTIVO                                  ;S;S;N;te berries6*1.5next ; ;0;2670
1075;TE BERRIES 1.5L.NEXT                    ;7802900000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;te berries1.5l.next ; ;0;490
1076;BEBIDA MC LIMON 6*300ML                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;BEBIDAS                                 ;                                        ;ACTIVO                                  ;S;S;N;limon 6*306*300 mc  ; ;0;1050
1077;BEBIDA MC COLA 6*300ML.                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;BEBIDAS                                 ;                                        ;ACTIVO                                  ;S;S;N;bebida mc 6*300ml.co; ;0;1050
1078;BEBIDA MC FRUTAL 6*300ML.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;BEBIDAS                                 ;                                        ;ACTIVO                                  ;S;S;N;bebida mc fru 6*300 ; ;0;1050
1079;BEBIDA MC GIN 6*300ML.                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;BEBIDAS                                 ;                                        ;ACTIVO                                  ;S;S;N;bebida mc gin 6*300 ; ;0;1050
1080;NECTAR MC PIÒA 6*300CC.                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar mc piÒa 6*300; ;0;1500
1081;NECTAR MC DURAZNO 6*300CC.              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar mc durazno*6 ; ;0;1500
1082;HAMBURG.5U.MASTODONTE                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;MILANESA                                ;                                        ;ACTIVO                                  ;S;S;N;hamburg.5umastodonte; ;0;4000
1083;NECTAR MC DURAZNO 300CC.                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;JUGOS                                   ;                                        ;ACTIVO                                  ;S;S;N;nectar mc durazno   ; ;0;300
1084;QUESO CABRA PESABLE                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso cabra pesable ;S;0;6080
1085;PECHUGA REB.POLLO 480G.SADIA            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;PECHUGA                                 ;                                        ;ACTIVO                                  ;S;S;N;pechuga repollo 480g; ;0;1480
1086;PACK MANJARATE*5 SOPROLE                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;pack manj *5 soprole; ;0;1000
1087;MIX POROTO GDO.KG.MIN.VDE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;mix porotogranado kg; ;0;1800
1088;LENTEJAS KILO AGROPRODEX                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;lentejas kagrop     ; ;0;1490
1089;LONGANIZA CAJA 15 KGS.SUREÒA            ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;LONGANIZA                               ;                                        ;ACTIVO                                  ;S;S;N;LONGANIZA *15 kgsel ; ;0;26250
1090;LECHE CHOC.LT.CALAN                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche choclt calan  ; ;0;690
1091;PACK *5 FLAN SOPROLE                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;pack *5 flsoprole   ; ;0;1000
1092;LECHE CULT.24*180ML.COLUN               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche cult24*180m.lÒ; ;0;5760
1093;LEVADURA 500G.MAURIPAN                  ;7803010000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;levadura  500g.mauri; ;0;1060
1094;YOGHURT GRIEGO*36 SOPROLE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;INACTIVO                                ;S;S;N;yoghurt*36griego sop; ;0;4896
1095;MANTEQ.1/8 BOYEN                        ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANTEQUILLAS                            ;                                        ;ACTIVO                                  ;S;S;N;mantequill1/8 boyen ; ;0;410
1096;ACEITE VEGETAL 12*900 COLISEO           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ACEITES                                 ;                                        ;ACTIVO                                  ;S;S;N;aceite    vegetal   ; ;0;10944
1097;MANJAR NESTLE KILO                      ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANTEQUILLAS                            ;                                        ;ACTIVO                                  ;S;S;N;manjar neskilo      ; ;0;2120
1098;JUGO LIMON SUC.5LT.FRUGOLIM             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;jugo limonfrugolim 5; ;0;2570
1099;JAMON PIERNA ACARAM.PF                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;ACTIVO                                  ;S;S;N;jaMON     pierna ac.;S;0;5540
1100;QUESO GAUDA PIEZA SURLAT GRANDE         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;QUESOS                                  ;                                        ;ACTIVO                                  ;S;S;N;queso gau pieza surl;S;0;3309
1103;PANCETA SUPER PESABLE                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;CERVEZA                                 ;                                        ;INACTIVO                                ;S;S;N;panceta   super     ;S;0;1430
1104;ACEITUNA SEV.DESH.KG.TOLEDO             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;acituna   sev.desh k; ;0;2950
1105;TE LIMON 6*1.5 L.NEXT                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;ACTIVO                                  ;S;S;N;te limon  6*1.5l    ; ;0;2670
1106;TE LIMON 1.5 L.NEXT                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;ACTIVO                                  ;S;S;N;te limon 1.5l.      ; ;0;490
1107;LECHE ENTERA LT.SOPROLE                 ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;LECHES                                  ;                                        ;ACTIVO                                  ;S;S;N;leche entelt.soprole; ;0;790
1108;MANJARATE 36*125G.SOPROLE               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;manjarate 36*125g.  ; ;0;7272
1109;HAMBURG.KING KONG CJ.15U.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;hamburg.kikong 15u. ; ;0;4350
1111;PALMITOS ENT.810G.MISTRAL               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;palmitos  810g.mist ; ;0;2490
1112;PALMITOS ENT.410G.MISTRAL               ;7802400000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;palmitos  410g.mist ; ;0;1160
1113;CROCANTE POLLO 30U.CAJA SUPER POLLO     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;crocante  pollo 30u.; ;0;4050
1114;CREAM CHEESE*36 LA VAQUITA              ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;cream chee*36 vaquit; ;0;45000
1115;CREAM CHEESE 1,36K.LA VAQUITA           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;cream chee1.36k.vaqu; ;0;6610
1116;PACK 5 FUSION COLUN                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;pack*05   fusion co ; ;0;1300
1118;CHORIZO ESP.200G.1901                   ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;chorizo es200g.1901 ; ;0;998
1122;CHOCLO GRANO KILO SOUTH FRUIT CONG.     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;choclo grasouth frui; ;0;1230
1124;LONGANIZA TIL KILO                      ;7801930000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;longaniza til kilo. ; ;0;1890
1125;CHORIZO LA CRIANZA 240G.                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;INACTIVO                                ;S;S;N;chorizo   crianza   ; ;0;460
1128;PALMITO MIT.800G.SAN AMBROSIO           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;palmito mi800g.sasna; ;0;1470
1129;MERM.CIRUELA 200G.REGIMEL               ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.cirue200g.reg. ; ;0;710
1130;MERM.DAMASCO 200G.REGIMEL               ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.damas200g.reg. ; ;0;710
1131;MERM.FRUTO SILV.200G.REGIMEL            ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.fruto200g.reg. ; ;0;650
1132;MERM.MANGO 200G.REGIMEL                 ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;merm.mango200g.reg. ; ;0;710
1133;LENTEJAS 400G.DEYCO                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;lentejas  400g.deyco; ;0;1000
1134;TURIN SUPER PESABLE                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMONADA                                ;                                        ;ACTIVO                                  ;S;S;N;turin     super     ;S;0;999999
1135;VIENESA 24*250G.PAVO PF REC.ABUELO      ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;vienesa   24*250 pf.; ;0;7872
1136;MAYONESA CEBOLLA 395G.HEINZ             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANTEQUILLAS                            ;                                        ;ACTIVO                                  ;S;S;N;mayonesa  cebolla395; ;0;1930
1138;PACK PECHUGA PAVO 150G.SOPRAVAL         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;JAMON                                   ;                                        ;INACTIVO                                ;S;S;N;pack pechupavo 150gg; ;0;798
1140;PECHUGA POLLO 700G.CONG.SUPER           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;INACTIVO                                ;S;S;N;pechuga po700g.super; ;0;2290
1143;SALCH.CERV.WINTER                       ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;CERVEZA                                 ;                                        ;ACTIVO                                  ;S;S;N;salch.cervwinter    ;S;0;2440
1144;SALSA TOMATE DAMPEZZO 200G.UNIDAD       ;7802810000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;salsa tte dampezzo  ; ;0;220
1145;SALSA TOMATE DAMPEZZO CJ.24*200         ;1780280000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;salsa tte damp24*200; ;0;4752
1148;MANTECA PALMIN 100G.                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MANTEQUILLAS                            ;                                        ;ACTIVO                                  ;S;S;N;manteca palmin 100g.; ;0;320
1149;CHOLGAS 190G.ACEITE DEYCO               ;7801530000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;CONSERVAS                               ;                                        ;ACTIVO                                  ;S;S;N;cholgas   190g.deyco; ;0;910
1151;MAYONESA D.PACK 800G.AGROSILVA          ;7802350000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;MAYONESAS                               ;                                        ;INACTIVO                                ;S;S;N;mayonesa  800g.d.pac; ;0;1030
1156;CHORIZO TIL KILO                        ;7801930000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;ARROLLADOS                              ;                                        ;ACTIVO                                  ;S;S;N;chorizo potil kilo  ; ;0;1970
1157;SALAME ART.REC.ABUELO PESABLE           ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;CERVEZA                                 ;                                        ;ACTIVO                                  ;S;S;N;salame artrec.abuelo;S;0;8780
1159;LONGANIZA KILO SAN JORGE                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;MILANESA                                ;                                        ;ACTIVO                                  ;S;S;N;longaniza kilo san j; ;0;2055
1160;LENTEJAS 10*1 AGROPRODEX                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;lentejas  10*1 agrop; ;0;14000
1163;LONGANIZA SUREÒA AL DETALLE PESABLE     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;longaniza sureÒa eco;S;0;2380
1164;CHORIZO JK KILO UNIDAD                  ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CECINAS                                 ;VIENESA                                 ;                                        ;ACTIVO                                  ;S;S;N;chorizo   jk kilo   ; ;0;1860
1165;NUGGETS KILO TIL                        ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;ARROZ                                   ;                                        ;ACTIVO                                  ;S;S;N;nuggets kgtil       ; ;0;1730
1167;PAPAS P.FRITAS 7*2.5K.CONG.             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;CEREALES                                ;????????????????????????????????????????;                                        ;INACTIVO                                ;S;S;N;papas frit7*2.5 cong; ;0;16800
1168;CAFE INST.54G.KIGALI                    ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;cafe inst 54g.kigali; ;0;850
1173;AGUA MINERAL 6*2 LT.MC LIFE             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;ACTIVO                                  ;S;S;N;AGUA MINER6*2 mc lif; ;0;2070
1174;AGUA MINERAL EDEN 12*500ML.AZUL         ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;BEBESTIBLES                             ;AGUA MINERAL                            ;                                        ;INACTIVO                                ;S;S;N;AGUA MINEREDEN AZUL ; ;0;2820
1175;ARROLLADO JAMON QUESO 20U.ASIA WOK      ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;INSUMOS                                 ;????????????????????????????????????????;                                        ;ACTIVO                                  ;S;S;N;arrollado jamon ques; ;0;3980
1177;AVENA INST.500GRS.QUAKER                ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;avena inst500g.q    ; ;0;890
1178;TWISTOS QUESO 110G.                     ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;twistos   queso 110g; ;0;670
1179;TWISTOS JAMON QUESO 110G.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;twistos   jamon ques; ;0;670
1180;KETCHUP 200G.HEINZ DOY PACK             ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;YOGURT                                  ;                                        ;ACTIVO                                  ;S;S;N;ketchup   200g.heinz; ;0;530
1181;MARGARINA 500G.POTE REGIMEL             ;7801310000000;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;LACTEOS                                 ;MARGARINAS                              ;                                        ;ACTIVO                                  ;S;S;N;margarina 500g.reg. ; ;0;1120
1183;PASTA SNACK 3 MIN*4UNIDS.               ;               ;PRODUCTO TERMINADO                      ;UNIDAD                                  ;1;1;ABARROTES                               ;LEGUMBRES                               ;                                        ;ACTIVO                                  ;S;S;N;pasta snac4u.       ; ;0;920
